[USGS-raw_LOC],SHEF_LOC,DSS_A-PART,DSS_B-PART,DSS_F-PART,DSS_SUB-LOCATIONS,DSS_SUB-PARAMETERS,CWMS_LOC,CWMS_VER,CWMS_SUB-LOCATIONS,CWMS_SUB-PARAMETERS,PARAMETERS
[03381495],Carmi,LITTLE WABASH,Carmi,USGS-raw,,,Carmi,USGS-raw,,,"Flow,Stage,Water Temp"
[03381500],CarmiBase,LITTLE WABASH,CarmiBase,USGS-raw,,,CarmiBase,USGS-raw,,,"Flow,Stage,Precip,Water Temp"
[380532088092200],Carmi,LITTLE WABASH,CarmiBase,USGS-raw,,,CarmiBase,USGS-raw,,,Precip
