[USGS-raw_LOC],SHEF_LOC,DSS_A-PART,DSS_B-PART,DSS_F-PART,DSS_SUB-LOCATIONS,DSS_SUB-PARAMETERS,CWMS_LOC,CWMS_VER,CWMS_SUB-LOCATIONS,CWMS_SUB-PARAMETERS,PARAMETERS
[03252500],Cynthiana,LICKING,Cynthiana,USGS-raw,,,Cynthiana,USGS-raw,,,"Flow,Stage,Precip,Water Temp"
[03340500],Morehead,LICKING,Morehead,USGS-raw,,,Morehead,USGS-raw,,,"Flow,Stage,Precip,Water Temp"
